subject,condition,replication,leg,joint,time,angle
3,2,4,2,1,41,10.98362889
3,2,4,2,1,42,11.16607629
3,2,4,2,1,43,11.31004514
3,2,4,2,1,44,11.40084054
3,2,4,2,1,45,11.42873745
3,2,4,2,1,46,11.38599376
3,2,4,2,1,47,11.26239232
3,2,4,2,1,48,11.04037921
3,2,4,2,1,49,10.69145559
3,2,4,2,1,50,10.17541082
3,2,4,2,1,51,9.444236621
3,2,4,2,1,52,8.451416628
3,2,4,2,1,53,7.166549458
3,2,4,2,1,54,5.59312009
3,2,4,2,1,55,3.786123725
3,2,4,2,1,56,1.861758194
3,2,4,2,1,57,-0.007542227
3,2,4,2,1,58,-1.61908917
3,2,4,2,1,59,-2.782596779
3,2,4,2,1,60,-3.364585295
3,2,4,2,1,61,-3.31554589
3,2,4,2,1,62,-2.673279355
3,2,4,2,1,63,-1.546360883
3,2,4,2,1,64,-0.087096694
3,2,4,2,1,65,1.537869032
3,2,4,2,1,66,3.175462289
3,2,4,2,1,67,4.707245256
3,2,4,2,1,68,6.059220184
3,2,4,2,1,69,7.198972319
3,2,4,2,1,70,8.125209685
3,2,4,2,1,71,8.85486858
3,2,4,2,1,72,9.4130016
3,2,4,2,1,73,9.826391179
3,2,4,2,1,74,10.11985017
3,2,4,2,1,75,10.31390435
3,2,4,2,1,76,10.42360157
3,2,4,2,1,77,10.4586866
3,2,4,2,1,78,10.42516175
3,2,4,2,1,79,10.32780925
3,2,4,2,1,80,10.17311498
3,2,4,2,1,81,9.971969821
3,2,4,2,1,82,9.740906779
3,2,4,2,1,83,9.500771539
3,2,4,2,1,84,9.273312523
3,2,4,2,1,85,9.077680595
3,2,4,2,1,86,8.928281149
3,2,4,2,1,87,8.834217297
3,2,4,2,1,88,8.799650056
3,2,4,2,1,89,8.824299408
3,2,4,2,1,90,8.903711914
3,2,4,2,1,91,9.030170679
3,2,4,2,1,92,9.195103673
3,2,4,2,1,93,9.39285327
3,2,4,2,1,94,9.623892446
3,2,4,2,1,95,9.894525307
3,2,4,2,1,96,10.21052737
3,2,4,2,1,97,10.56532593
3,2,4,2,1,98,10.92639714
3,2,4,2,1,99,11.22656396
3,2,4,2,1,100,11.36538791
3,2,4,2,2,0,4.395596653
3,2,4,2,2,1,4.630993623
3,2,4,2,2,2,4.985767909
3,2,4,2,2,3,5.442681067
3,2,4,2,2,4,5.999635087
3,2,4,2,2,5,6.675243579
3,2,4,2,2,6,7.507196781
3,2,4,2,2,7,8.54126589
3,2,4,2,2,8,9.812394925
3,2,4,2,2,9,11.32315476
3,2,4,2,2,10,13.02616179
3,2,4,2,2,11,14.81879549
3,2,4,2,2,12,16.55710742
3,2,4,2,2,13,18.09055983
3,2,4,2,2,14,19.30276558
3,2,4,2,2,15,20.13837239
3,2,4,2,2,16,20.60512645
3,2,4,2,2,17,20.75752798
3,2,4,2,2,18,20.67241001
3,2,4,2,2,19,20.42726325
3,2,4,2,2,20,20.08592946
3,2,4,2,2,21,19.69313229
3,2,4,2,2,22,19.27583044
3,2,4,2,2,23,18.84878717
3,2,4,2,2,24,18.42085701
3,2,4,2,2,25,17.99973921
3,2,4,2,2,26,17.59386004
3,2,4,2,2,27,17.21144092
3,2,4,2,2,28,16.85840211
3,2,4,2,2,29,16.53712822
3,2,4,2,2,30,16.24677913
3,2,4,2,2,31,15.98454246
3,2,4,2,2,32,15.74711476
3,2,4,2,2,33,15.53232321
3,2,4,2,2,34,15.34063495
3,2,4,2,2,35,15.17595374
3,2,4,2,2,36,15.04489802
3,2,4,2,2,37,14.95439336
3,2,4,2,2,38,14.90846416
3,2,4,2,2,39,14.90603047
3,2,4,2,2,40,14.94087632
3,2,4,2,2,41,15.00383967
3,2,4,2,2,42,15.08619284
3,2,4,2,2,43,15.18298678
3,2,4,2,2,44,15.29501963
3,2,4,2,2,45,15.42868816
3,2,4,2,2,46,15.59366867
3,2,4,2,2,47,15.79961347
3,2,4,2,2,48,16.05366249
3,2,4,2,2,49,16.36068319
3,2,4,2,2,50,16.72670413
3,2,4,2,2,51,17.16387667
3,2,4,2,2,52,17.69408612
3,2,4,2,2,53,18.34828953
3,2,4,2,2,54,19.16020336
3,2,4,2,2,55,20.15510967
3,2,4,2,2,56,21.33687326
3,2,4,2,2,57,22.67695144
3,2,4,2,2,58,24.10951213
3,2,4,2,2,59,25.53545089
3,2,4,2,2,60,26.83536087
3,2,4,2,2,61,27.89021991
3,2,4,2,2,62,28.60460456
3,2,4,2,2,63,28.92594329
3,2,4,2,2,64,28.85304335
3,2,4,2,2,65,28.43221405
3,2,4,2,2,66,27.74181753
3,2,4,2,2,67,26.8722097
3,2,4,2,2,68,25.90718614
3,2,4,2,2,69,24.91180003
3,2,4,2,2,70,23.92761336
3,2,4,2,2,71,22.97490103
3,2,4,2,2,72,22.05925649
3,2,4,2,2,73,21.18019263
3,2,4,2,2,74,20.33865971
3,2,4,2,2,75,19.54057973
3,2,4,2,2,76,18.79533708
3,2,4,2,2,77,18.11098924
3,2,4,2,2,78,17.48943747
3,2,4,2,2,79,16.92433618
3,2,4,2,2,80,16.40202444
3,2,4,2,2,81,15.90412501
3,2,4,2,2,82,15.40963296
3,2,4,2,2,83,14.89561576
3,2,4,2,2,84,14.33744797
3,2,4,2,2,85,13.71014828
3,2,4,2,2,86,12.99150718
3,2,4,2,2,87,12.16637736
3,2,4,2,2,88,11.23118972
3,2,4,2,2,89,10.19740627
3,2,4,2,2,90,9.093418622
3,2,4,2,2,91,7.963844233
3,2,4,2,2,92,6.865944847
3,2,4,2,2,93,5.86342875
3,2,4,2,2,94,5.018423537
3,2,4,2,2,95,4.38290531
3,2,4,2,2,96,3.990865396
3,2,4,2,2,97,3.852935609
3,2,4,2,2,98,3.954805125
3,2,4,2,2,99,4.260719053
3,2,4,2,2,100,4.720762316
3,2,4,2,3,0,24.36961413
3,2,4,2,3,1,23.99202695
3,2,4,2,3,2,23.54539728
3,2,4,2,3,3,23.05045303
3,2,4,2,3,4,22.53591408
3,2,4,2,3,5,22.03561436
3,2,4,2,3,6,21.58332156
3,2,4,2,3,7,21.20602252
3,2,4,2,3,8,20.91708584
3,2,4,2,3,9,20.71043358
3,2,4,2,3,10,20.55780007
3,2,4,2,3,11,20.41190459
3,2,4,2,3,12,20.21686258
3,2,4,2,3,13,19.92404696
3,2,4,2,3,14,19.5067822
3,2,4,2,3,15,18.96664978
3,2,4,2,3,16,18.32821967
3,2,4,2,3,17,17.6264184
3,2,4,2,3,18,16.89330247
3,2,4,2,3,19,16.15013804
3,2,4,2,3,20,15.40615962
3,2,4,2,3,21,14.66214537
3,2,4,2,3,22,13.91522931
3,2,4,2,3,23,13.1625701
3,2,4,2,3,24,12.40304197
3,2,4,2,3,25,11.63754604
3,2,4,2,3,26,10.86858563
3,2,4,2,3,27,10.09953407
3,2,4,2,3,28,9.334020429
3,2,4,2,3,29,8.5759215
3,2,4,2,3,30,7.829809631
3,2,4,2,3,31,7.101116431
3,2,4,2,3,32,6.395587766
3,2,4,2,3,33,5.718334358
3,2,4,2,3,34,5.073096093
3,2,4,2,3,35,4.461878242
3,2,4,2,3,36,3.884529292
3,2,4,2,3,37,3.337695876
3,2,4,2,3,38,2.813556962
3,2,4,2,3,39,2.299327283
3,2,4,2,3,40,1.778118902
3,2,4,2,3,41,1.231173649
3,2,4,2,3,42,0.641105121
3,2,4,2,3,43,-0.004321034
3,2,4,2,3,44,-0.709003094
3,2,4,2,3,45,-1.467014336
3,2,4,2,3,46,-2.263463034
3,2,4,2,3,47,-3.076844077
3,2,4,2,3,48,-3.881968801
3,2,4,2,3,49,-4.652424431
3,2,4,2,3,50,-5.362130106
3,2,4,2,3,51,-5.986190121
3,2,4,2,3,52,-6.501612867
3,2,4,2,3,53,-6.888438607
3,2,4,2,3,54,-7.131542417
3,2,4,2,3,55,-7.223130664
3,2,4,2,3,56,-7.165235353
3,2,4,2,3,57,-6.971557702
3,2,4,2,3,58,-6.667496283
3,2,4,2,3,59,-6.287420016
3,2,4,2,3,60,-5.868976852
3,2,4,2,3,61,-5.445026645
3,2,4,2,3,62,-5.035256169
3,2,4,2,3,63,-4.640193444
3,2,4,2,3,64,-4.240288715
3,2,4,2,3,65,-3.800764339
3,2,4,2,3,66,-3.281606778
3,2,4,2,3,67,-2.649044153
3,2,4,2,3,68,-1.88451177
3,2,4,2,3,69,-0.988009002
3,2,4,2,3,70,0.023932977
3,2,4,2,3,71,1.124339829
3,2,4,2,3,72,2.283349569
3,2,4,2,3,73,3.475376415
3,2,4,2,3,74,4.683978772
3,2,4,2,3,75,5.903473695
3,2,4,2,3,76,7.137129239
3,2,4,2,3,77,8.393358094
3,2,4,2,3,78,9.681455304
3,2,4,2,3,79,11.00795491
3,2,4,2,3,80,12.37365008
3,2,4,2,3,81,13.77092621
3,2,4,2,3,82,15.18131342
3,2,4,2,3,83,16.57418181
3,2,4,2,3,84,17.90852243
3,2,4,2,3,85,19.13852121
3,2,4,2,3,86,20.22199056
3,2,4,2,3,87,21.1287201
3,2,4,2,3,88,21.84631299
3,2,4,2,3,89,22.38181868
3,2,4,2,3,90,22.7596879
3,2,4,2,3,91,23.01648459
3,2,4,2,3,92,23.19385687
3,2,4,2,3,93,23.33110666
3,2,4,2,3,94,23.45865348
3,2,4,2,3,95,23.59315337
3,2,4,2,3,96,23.73497088
3,2,4,2,3,97,23.8685253
3,2,4,2,3,98,23.96586662
3,2,4,2,3,99,23.99354688
3,2,4,2,3,100,23.92125328
3,2,5,1,1,0,8.526280704
3,2,5,1,1,1,8.491226819
3,2,5,1,1,2,8.084489308
3,2,5,1,1,3,7.285059423
3,2,5,1,1,4,6.14600489
3,2,5,1,1,5,4.798043486
3,2,5,1,1,6,3.427255953
3,2,5,1,1,7,2.232291455
3,2,5,1,1,8,1.3771944
3,2,5,1,1,9,0.958565881
3,2,5,1,1,10,0.99446906
3,2,5,1,1,11,1.434594133
3,2,5,1,1,12,2.181990667
3,2,5,1,1,13,3.119387773
3,2,5,1,1,14,4.13357016
3,2,5,1,1,15,5.133406271
3,2,5,1,1,16,6.058775078
3,2,5,1,1,17,6.880299611
3,2,5,1,1,18,7.592436451
3,2,5,1,1,19,8.203422796
3,2,5,1,1,20,8.72666659
3,2,5,1,1,21,9.175520663
3,2,5,1,1,22,9.561610721
3,2,5,1,1,23,9.895587768
3,2,5,1,1,24,10.1890053
3,2,5,1,1,25,10.45595883
3,2,5,1,1,26,10.7133528
3,2,5,1,1,27,10.97921543
3,2,5,1,1,28,11.26962137
3,2,5,1,1,29,11.59549771
3,2,5,1,1,30,11.96066633
3,2,5,1,1,31,12.36148406
3,2,5,1,1,32,12.78809967
3,2,5,1,1,33,13.22682396
3,2,5,1,1,34,13.66317878
3,2,5,1,1,35,14.0848813
3,2,5,1,1,36,14.48361045
3,2,5,1,1,37,14.85448241
3,2,5,1,1,38,15.19337544
3,2,5,1,1,39,15.49385178
3,2,5,1,1,40,15.74587711
3,2,5,1,1,41,15.9372929
3,2,5,1,1,42,16.05725844
3,2,5,1,1,43,16.09981852
3,2,5,1,1,44,16.06611937
3,2,5,1,1,45,15.96456314
3,2,5,1,1,46,15.80902539
3,2,5,1,1,47,15.61587799
3,2,5,1,1,48,15.40061235
3,2,5,1,1,49,15.17495748
3,2,5,1,1,50,14.9449943
3,2,5,1,1,51,14.71064582
3,2,5,1,1,52,14.46613227
3,2,5,1,1,53,14.20070332
3,2,5,1,1,54,13.89884986
3,2,5,1,1,55,13.53959667
3,2,5,1,1,56,13.09500127
3,2,5,1,1,57,12.5276798
3,2,5,1,1,58,11.78733053
3,2,5,1,1,59,10.80717974
3,2,5,1,1,60,9.501699664
3,2,5,1,1,61,7.769297603
3,2,5,1,1,62,5.505493153
3,2,5,1,1,63,2.633977634
3,2,5,1,1,64,-0.84168812
3,2,5,1,1,65,-4.777708028
3,2,5,1,1,66,-8.857828154
3,2,5,1,1,67,-12.63744571
3,2,5,1,1,68,-15.66197058
3,2,5,1,1,69,-17.59701928
3,2,5,1,1,70,-18.29806439
3,2,5,1,1,71,-17.81239712
3,2,5,1,1,72,-16.33948428
3,2,5,1,1,73,-14.176596
3,2,5,1,1,74,-11.65300675
3,2,5,1,1,75,-9.061027308
3,2,5,1,1,76,-6.603825931
3,2,5,1,1,77,-4.378868639
3,2,5,1,1,78,-2.397372985
3,2,5,1,1,79,-0.622809674
3,2,5,1,1,80,0.989591119
3,2,5,1,1,81,2.466505004
3,2,5,1,1,82,3.806600182
3,2,5,1,1,83,4.98458231
3,2,5,1,1,84,5.962520227
3,2,5,1,1,85,6.703025752
3,2,5,1,1,86,7.18021687
3,2,5,1,1,87,7.387706505
3,2,5,1,1,88,7.343562984
3,2,5,1,1,89,7.092713827
3,2,5,1,1,90,6.705802012
3,2,5,1,1,91,6.273163744
3,2,5,1,1,92,5.894143854
3,2,5,1,1,93,5.662301115
3,2,5,1,1,94,5.649010165
3,2,5,1,1,95,5.888071425
3,2,5,1,1,96,6.365956635
3,2,5,1,1,97,7.020035047
3,2,5,1,1,98,7.746001894
3,2,5,1,1,99,8.412759934
3,2,5,1,1,100,8.881311147
3,2,5,1,2,0,-3.109206494
3,2,5,1,2,1,-2.849923288
3,2,5,1,2,2,-2.015719852
3,2,5,1,2,3,-0.766480417
3,2,5,1,2,4,0.743177134
3,2,5,1,2,5,2.391173861
3,2,5,1,2,6,4.101207458
3,2,5,1,2,7,5.838866414
3,2,5,1,2,8,7.592711875
3,2,5,1,2,9,9.351028746
3,2,5,1,2,10,11.08504801
3,2,5,1,2,11,12.74521033
3,2,5,1,2,12,14.26922696
3,2,5,1,2,13,15.59640024
3,2,5,1,2,14,16.68116126
3,2,5,1,2,15,17.50148896
3,2,5,1,2,16,18.06034205
3,2,5,1,2,17,18.38128459
3,2,5,1,2,18,18.50057257
3,2,5,1,2,19,18.45816811
3,2,5,1,2,20,18.29059978
3,2,5,1,2,21,18.02717745
3,2,5,1,2,22,17.68991811
3,2,5,1,2,23,17.29608611
3,2,5,1,2,24,16.86190353
3,2,5,1,2,25,16.40551109
3,2,5,1,2,26,15.94759067
3,2,5,1,2,27,15.50885834
3,2,5,1,2,28,15.10549384
3,2,5,1,2,29,14.74511095
3,2,5,1,2,30,14.42583976
3,2,5,1,2,31,14.1387609
3,2,5,1,2,32,13.87215566
3,2,5,1,2,33,13.6151085
3,2,5,1,2,34,13.359268
3,2,5,1,2,35,13.09884564
3,2,5,1,2,36,12.8296871
3,2,5,1,2,37,12.54800728
3,2,5,1,2,38,12.2491974
3,2,5,1,2,39,11.92720322
3,2,5,1,2,40,11.57530438
3,2,5,1,2,41,11.188732
3,2,5,1,2,42,10.7684655
3,2,5,1,2,43,10.32433146
3,2,5,1,2,44,9.8760134
3,2,5,1,2,45,9.451369048
3,2,5,1,2,46,9.082668601
3,2,5,1,2,47,8.80194837
3,2,5,1,2,48,8.636659819
3,2,5,1,2,49,8.606728358
3,2,5,1,2,50,8.723721032
3,2,5,1,2,51,8.992573915
3,2,5,1,2,52,9.415328601
3,2,5,1,2,53,9.996059628
3,2,5,1,2,54,10.7457056
3,2,5,1,2,55,11.68582356
3,2,5,1,2,56,12.84989152
3,2,5,1,2,57,14.28122421
3,2,5,1,2,58,16.02668285
3,2,5,1,2,59,18.12629442
3,2,5,1,2,60,20.60013378
3,2,5,1,2,61,23.43595311
3,2,5,1,2,62,26.58345336
3,2,5,1,2,63,29.96038371
3,2,5,1,2,64,33.47196409
3,2,5,1,2,65,37.03459296
3,2,5,1,2,66,40.59049382
3,2,5,1,2,67,44.10377693
3,2,5,1,2,68,47.54330534
3,2,5,1,2,69,50.86761796
3,2,5,1,2,70,54.02295244
3,2,5,1,2,71,56.95096907
3,2,5,1,2,72,59.59702448
3,2,5,1,2,73,61.91421062
3,2,5,1,2,74,63.86427365
3,2,5,1,2,75,65.41724542
3,2,5,1,2,76,66.55039569
3,2,5,1,2,77,67.24612458
3,2,5,1,2,78,67.4894097
3,2,5,1,2,79,67.26598396
3,2,5,1,2,80,66.56217214
3,2,5,1,2,81,65.36661444
3,2,5,1,2,82,63.67329059
3,2,5,1,2,83,61.48460838
3,2,5,1,2,84,58.81356964
3,2,5,1,2,85,55.68428403
3,2,5,1,2,86,52.13146552
3,2,5,1,2,87,48.20030594
3,2,5,1,2,88,43.94705787
3,2,5,1,2,89,39.43988534
3,2,5,1,2,90,34.75880389
3,2,5,1,2,91,29.99455165
3,2,5,1,2,92,25.24824102
3,2,5,1,2,93,20.63310881
3,2,5,1,2,94,16.27704755
3,2,5,1,2,95,12.32062393
3,2,5,1,2,96,8.904820151
3,2,5,1,2,97,6.149617928
3,2,5,1,2,98,4.130858401
3,2,5,1,2,99,2.864493313
3,2,5,1,2,100,2.300532663
3,2,5,1,3,0,21.74364849
3,2,5,1,3,1,21.69299245
3,2,5,1,3,2,21.74076882
3,2,5,1,3,3,21.85503223
3,2,5,1,3,4,22.00514316
3,2,5,1,3,5,22.16673972
3,2,5,1,3,6,22.32392611
3,2,5,1,3,7,22.46770815
3,2,5,1,3,8,22.59092935
3,2,5,1,3,9,22.68242811
3,2,5,1,3,10,22.72359617
3,2,5,1,3,11,22.68933017
3,2,5,1,3,12,22.55262231
3,2,5,1,3,13,22.29067452
3,2,5,1,3,14,21.89003876
3,2,5,1,3,15,21.34964946
3,2,5,1,3,16,20.68135569
3,2,5,1,3,17,19.90835209
3,2,5,1,3,18,19.06167929
3,2,5,1,3,19,18.17501592
3,2,5,1,3,20,17.27900295
3,2,5,1,3,21,16.39631088
3,2,5,1,3,22,15.53863973
3,2,5,1,3,23,14.70616706
3,2,5,1,3,24,13.89002245
3,2,5,1,3,25,13.0768771
3,2,5,1,3,26,12.25379547
3,2,5,1,3,27,11.41132375
3,2,5,1,3,28,10.54418611
3,2,5,1,3,29,9.650545422
3,2,5,1,3,30,8.731341856
3,2,5,1,3,31,7.790578644
3,2,5,1,3,32,6.835976705
3,2,5,1,3,33,5.878690018
3,2,5,1,3,34,4.931008621
3,2,5,1,3,35,4.002240826
3,2,5,1,3,36,3.094276851
3,2,5,1,3,37,2.198826057
3,2,5,1,3,38,1.297830848
3,2,5,1,3,39,0.367196115
3,2,5,1,3,40,-0.616781093
3,2,5,1,3,41,-1.6702202
3,2,5,1,3,42,-2.79597315
3,2,5,1,3,43,-3.981939866
3,2,5,1,3,44,-5.203793147
3,2,5,1,3,45,-6.431197116
3,2,5,1,3,46,-7.635032554
3,2,5,1,3,47,-8.79332505
3,2,5,1,3,48,-9.894242237
3,2,5,1,3,49,-10.93573612
3,2,5,1,3,50,-11.92222567
3,2,5,1,3,51,-12.85937466
3,2,5,1,3,52,-13.74871799
3,2,5,1,3,53,-14.58366296
3,2,5,1,3,54,-15.3478444
3,2,5,1,3,55,-16.01565764
3,2,5,1,3,56,-16.55468772
3,2,5,1,3,57,-16.92921527
3,2,5,1,3,58,-17.10430904
3,2,5,1,3,59,-17.04986535
3,2,5,1,3,60,-16.74390437
3,2,5,1,3,61,-16.17420371
3,2,5,1,3,62,-15.3378812
3,2,5,1,3,63,-14.23969881
3,2,5,1,3,64,-12.89017027
3,2,5,1,3,65,-11.30473045
3,2,5,1,3,66,-9.50416861
3,2,5,1,3,67,-7.51552606
3,2,5,1,3,68,-5.372338222
3,2,5,1,3,69,-3.11304496
3,2,5,1,3,70,-0.777599374
3,2,5,1,3,71,1.596629264
3,2,5,1,3,72,3.978078716
3,2,5,1,3,73,6.342292649
3,2,5,1,3,74,8.671138588
3,2,5,1,3,75,10.95051471
3,2,5,1,3,76,13.16767091
3,2,5,1,3,77,15.30891065
3,2,5,1,3,78,17.3582769
3,2,5,1,3,79,19.29752323
3,2,5,1,3,80,21.10748863
3,2,5,1,3,81,22.7703357
3,2,5,1,3,82,24.27162705
3,2,5,1,3,83,25.60100615
3,2,5,1,3,84,26.75101951
3,2,5,1,3,85,27.71458253
3,2,5,1,3,86,28.48270045
3,2,5,1,3,87,29.04397989
3,2,5,1,3,88,29.38656233
3,2,5,1,3,89,29.50189831
3,2,5,1,3,90,29.38939585
3,2,5,1,3,91,29.06069715
3,2,5,1,3,92,28.54277074
3,2,5,1,3,93,27.87845492
3,2,5,1,3,94,27.12365926
3,2,5,1,3,95,26.34103596
3,2,5,1,3,96,25.59103289
3,2,5,1,3,97,24.92298087
3,2,5,1,3,98,24.36859761
3,2,5,1,3,99,23.93929903
3,2,5,1,3,100,23.62655705
3,2,5,2,1,0,11.35911942
3,2,5,2,1,1,11.11227265
3,2,5,2,1,2,10.44258346
3,2,5,2,1,3,9.306390112
3,2,5,2,1,4,7.749170232
3,2,5,2,1,5,5.914092275
3,2,5,2,1,6,4.021384283
3,2,5,2,1,7,2.3198984
3,2,5,2,1,8,1.026693002
3,2,5,2,1,9,0.277461595
3,2,5,2,1,10,0.104798017
3,2,5,2,1,11,0.444602721
3,2,5,2,1,12,1.164006047
3,2,5,2,1,13,2.101021531
3,2,5,2,1,14,3.103697286
3,2,5,2,1,15,4.058059359
3,2,5,2,1,16,4.899202865
3,2,5,2,1,17,5.606128602
3,2,5,2,1,18,6.18703753
3,2,5,2,1,19,6.663165424
3,2,5,2,1,20,7.056933673
3,2,5,2,1,21,7.387295428
3,2,5,2,1,22,7.670978006
3,2,5,2,1,23,7.925955388
3,2,5,2,1,24,8.173114006
3,2,5,2,1,25,8.433410285
3,2,5,2,1,26,8.72079474
3,2,5,2,1,27,9.034950858
3,2,5,2,1,28,9.358742404
3,2,5,2,1,29,9.662938604
3,2,5,2,1,30,9.915961382
3,2,5,2,1,31,10.09417016
3,2,5,2,1,32,10.18883209
3,2,5,2,1,33,10.20858403
3,2,5,2,1,34,10.17719782
3,2,5,2,1,35,10.12792034
3,2,5,2,1,36,10.09564026
3,2,5,2,1,37,10.10860724
3,2,5,2,1,38,10.18147102
3,2,5,2,1,39,10.31176214
3,2,5,2,1,40,10.48071818
3,2,5,2,1,41,10.65861575
3,2,5,2,1,42,10.81257407
3,2,5,2,1,43,10.91397783
3,2,5,2,1,44,10.94335419
3,2,5,2,1,45,10.89215282
3,2,5,2,1,46,10.76135067
3,2,5,2,1,47,10.55760906
3,2,5,2,1,48,10.28779577
3,2,5,2,1,49,9.952922748
3,2,5,2,1,50,9.542332659
3,2,5,2,1,51,9.029337241
3,2,5,2,1,52,8.369292351
3,2,5,2,1,53,7.502267872
3,2,5,2,1,54,6.362163777
3,2,5,2,1,55,4.892982047
3,2,5,2,1,56,3.070540228
3,2,5,2,1,57,0.926370227
3,2,5,2,1,58,-1.434035126
3,2,5,2,1,59,-3.827846851
3,2,5,2,1,60,-6.015979088
3,2,5,2,1,61,-7.749765352
3,2,5,2,1,62,-8.827935573
3,2,5,2,1,63,-9.140447267
3,2,5,2,1,64,-8.685841894
3,2,5,2,1,65,-7.561973901
3,2,5,2,1,66,-5.938966553
3,2,5,2,1,67,-4.023129652
3,2,5,2,1,68,-2.016384442
3,2,5,2,1,69,-0.080217964
3,2,5,2,1,70,1.685265936
3,2,5,2,1,71,3.242073327
3,2,5,2,1,72,4.598565988
3,2,5,2,1,73,5.785689718
3,2,5,2,1,74,6.835215712
3,2,5,2,1,75,7.765711589
3,2,5,2,1,76,8.578656478
3,2,5,2,1,77,9.263056253
3,2,5,2,1,78,9.803959873
3,2,5,2,1,79,10.19009532
3,2,5,2,1,80,10.41828488
3,2,5,2,1,81,10.49522833
3,2,5,2,1,82,10.4379577
3,2,5,2,1,83,10.27353505
3,2,5,2,1,84,10.03725779
3,2,5,2,1,85,9.768515952
3,2,5,2,1,86,9.504813037
3,2,5,2,1,87,9.275606292
3,2,5,2,1,88,9.098388543
3,2,5,2,1,89,8.978867806
3,2,5,2,1,90,8.91508298
3,2,5,2,1,91,8.903197683
3,2,5,2,1,92,8.942236159
3,2,5,2,1,93,9.035212707
3,2,5,2,1,94,9.185195647
3,2,5,2,1,95,9.386590244
3,2,5,2,1,96,9.613608184
3,2,5,2,1,97,9.810083768
3,2,5,2,1,98,9.884756189
3,2,5,2,1,99,9.718437783
3,2,5,2,1,100,9.186853276
3,2,5,2,2,0,4.871734941
3,2,5,2,2,1,5.459270365
3,2,5,2,2,2,6.088241514
3,2,5,2,2,3,6.730959157
3,2,5,2,2,4,7.38420661
3,2,5,2,2,5,8.068516269
3,2,5,2,2,6,8.819798559
3,2,5,2,2,7,9.673793327
3,2,5,2,2,8,10.64840902
3,2,5,2,2,9,11.73088449
3,2,5,2,2,10,12.87509759
3,2,5,2,2,11,14.00847396
3,2,5,2,2,12,15.04626567
3,2,5,2,2,13,15.9102977
3,2,5,2,2,14,16.54785712
3,2,5,2,2,15,16.94351004
3,2,5,2,2,16,17.11923761
3,2,5,2,2,17,17.1223768
3,2,5,2,2,18,17.00735925
3,2,5,2,2,19,16.81888458
3,2,5,2,2,20,16.58271684
3,2,5,2,2,21,16.30613379
3,2,5,2,2,22,15.98658388
3,2,5,2,2,23,15.62324248
3,2,5,2,2,24,15.22586203
3,2,5,2,2,25,14.81649097
3,2,5,2,2,26,14.4235097
3,2,5,2,2,27,14.07168373
3,2,5,2,2,28,13.77463461
3,2,5,2,2,29,13.53364363
3,2,5,2,2,30,13.3417328
3,2,5,2,2,31,13.18915418
3,2,5,2,2,32,13.06747842
3,2,5,2,2,33,12.97165065
3,2,5,2,2,34,12.90070275
3,2,5,2,2,35,12.85767214
3,2,5,2,2,36,12.84847287
3,2,5,2,2,37,12.87917837
3,2,5,2,2,38,12.9517973
3,2,5,2,2,39,13.06021705
3,2,5,2,2,40,13.18902373
3,2,5,2,2,41,13.31720195
3,2,5,2,2,42,13.42552578
3,2,5,2,2,43,13.50409345
3,2,5,2,2,44,13.55624311
3,2,5,2,2,45,13.59753107
3,2,5,2,2,46,13.65014916
3,2,5,2,2,47,13.73549916
3,2,5,2,2,48,13.86825623
3,2,5,2,2,49,14.05486121
3,2,5,2,2,50,14.29702793
3,2,5,2,2,51,14.59839583
3,2,5,2,2,52,14.97071126
3,2,5,2,2,53,15.43667893
3,2,5,2,2,54,16.02837084
3,2,5,2,2,55,16.7817309
3,2,5,2,2,56,17.728405
3,2,5,2,2,57,18.88657797
3,2,5,2,2,58,20.25261164
3,2,5,2,2,59,21.79455118
3,2,5,2,2,60,23.44843918
3,2,5,2,2,61,25.11958575
3,2,5,2,2,62,26.69030308
3,2,5,2,2,63,28.0361003
3,2,5,2,2,64,29.04764488
3,2,5,2,2,65,29.65253062
3,2,5,2,2,66,29.82914228
3,2,5,2,2,67,29.60871436
3,2,5,2,2,68,29.06435234
3,2,5,2,2,69,28.29274325
3,2,5,2,2,70,27.39373789
3,2,5,2,2,71,26.45372258
3,2,5,2,2,72,25.53584384
3,2,5,2,2,73,24.67791212
3,2,5,2,2,74,23.89541672
3,2,5,2,2,75,23.18760124
3,2,5,2,2,76,22.54380176
3,2,5,2,2,77,21.94889332
3,2,5,2,2,78,21.38717883
3,2,5,2,2,79,20.84448775
3,2,5,2,2,80,20.30837425
3,2,5,2,2,81,19.76661913
3,2,5,2,2,82,19.20476362
3,2,5,2,2,83,18.60383577
3,2,5,2,2,84,17.93933497
3,2,5,2,2,85,17.18238105
3,2,5,2,2,86,16.30318306
3,2,5,2,2,87,15.27641912
3,2,5,2,2,88,14.08776973
3,2,5,2,2,89,12.74082686
3,2,5,2,2,90,11.26265125
3,2,5,2,2,91,9.705630197
3,2,5,2,2,92,8.142296376
3,2,5,2,2,93,6.653744294
3,2,5,2,2,94,5.314912325
3,2,5,2,2,95,4.182354492
3,2,5,2,2,96,3.288367348
3,2,5,2,2,97,2.64271703
3,2,5,2,2,98,2.238988577
3,2,5,2,2,99,2.062263502
3,2,5,2,2,100,2.094396709
3,2,5,2,3,0,23.87929503
3,2,5,2,3,1,23.64804064
3,2,5,2,3,2,23.29425429
3,2,5,2,3,3,22.83933831
